Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/71          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__niter_base<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [106]
                0.00    0.00       1/1           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a1<false, unsigned int, unsigned int const&, unsigned int const*, unsigned int>(std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [269]
                0.00    0.00       1/25          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__niter_wrap<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [132]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [264]
[268]    0.0    0.00    0.00       1         unsigned int* std::__copy_move_a1<false, unsigned int const*, unsigned int*>(unsigned int const*, unsigned int const*, unsigned int*) [268]
                0.00    0.00       1/1           unsigned int* std::__copy_move_a2<false, unsigned int const*, unsigned int*>(unsigned int const*, unsigned int const*, unsigned int*) [270]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a<false, std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [267]
[269]    0.0    0.00    0.00       1         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a1<false, unsigned int, unsigned int const&, unsigned int const*, unsigned int>(std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [269]
                0.00    0.00       1/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00       1/1           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_dit<false, unsigned int, unsigned int const&, unsigned int const*, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [271]
-----------------------------------------------
                0.00    0.00       1/1           unsigned int* std::__copy_move_a1<false, unsigned int const*, unsigned int*>(unsigned int const*, unsigned int const*, unsigned int*) [268]
[270]    0.0    0.00    0.00       1         unsigned int* std::__copy_move_a2<false, unsigned int const*, unsigned int*>(unsigned int const*, unsigned int const*, unsigned int*) [270]
                0.00    0.00       1/213         unsigned int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*) [51]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a1<false, unsigned int, unsigned int const&, unsigned int const*, unsigned int>(std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [269]
[271]    0.0    0.00    0.00       1         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_dit<false, unsigned int, unsigned int const&, unsigned int const*, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [271]
                0.00    0.00       2/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00       2/33          __gnu_cxx::__enable_if<__is_random_access_iter<unsigned int*>::__value, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >::__type std::__copy_move_a1<false, unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [126]
-----------------------------------------------
                0.00    0.00       1/1           unsigned int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*, unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*, std::allocator<unsigned int>&) [274]
[272]    0.0    0.00    0.00       1         unsigned int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [272]
                0.00    0.00       1/1           unsigned int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [247]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::allocator<unsigned int>&) [275]
[273]    0.0    0.00    0.00       1         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [273]
                0.00    0.00       1/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00       1/1           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [248]
-----------------------------------------------
                0.00    0.00       1/1           void std::vector<unsigned int, std::allocator<unsigned int> >::_M_range_insert<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::forward_iterator_tag) [257]
[274]    0.0    0.00    0.00       1         unsigned int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*, unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*, std::allocator<unsigned int>&) [274]
                0.00    0.00       1/1           unsigned int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [272]
-----------------------------------------------
                0.00    0.00       1/1           void std::deque<unsigned int, std::allocator<unsigned int> >::_M_range_insert_aux<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::forward_iterator_tag) [252]
[275]    0.0    0.00    0.00       1         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::allocator<unsigned int>&) [275]
                0.00    0.00       1/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00       1/1           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [273]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [260]
[276]    0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::copy<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [276]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >) [232]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [264]
-----------------------------------------------
                0.00    0.00       1/1           unsigned int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [247]
[277]    0.0    0.00    0.00       1         unsigned int* std::copy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [277]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [191]
                0.00    0.00       1/1           unsigned int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [265]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [248]
[278]    0.0    0.00    0.00       1         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::copy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [278]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [191]
                0.00    0.00       1/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00       1/1           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [266]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<unsigned int, std::allocator<unsigned int> >::operator=(std::deque<unsigned int, std::allocator<unsigned int> > const&) [256]
[279]    0.0    0.00    0.00       1         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::copy<std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [279]
                0.00    0.00       2/2           std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*> std::__miter_base<std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*> >(std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>) [233]
                0.00    0.00       1/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00       1/1           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a<false, std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int const&, unsigned int const*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [267]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::allocator<unsigned int>&) [281]
[280]    0.0    0.00    0.00       1         void std::_Destroy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [280]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [246]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [260]
[281]    0.0    0.00    0.00       1         void std::_Destroy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, std::allocator<unsigned int>&) [281]
                0.00    0.00       1/1           void std::_Destroy<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [280]
-----------------------------------------------
                                   1             __cxx_global_var_init [350]
[350]    0.0    0.00    0.00       0+1       __cxx_global_var_init [350]
                                   1             __cxx_global_var_init [350]
-----------------------------------------------
                                   1             __cxx_global_var_init [351]
[351]    0.0    0.00    0.00       0+1       __cxx_global_var_init [351]
                                   1             __cxx_global_var_init [351]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [4] generateInsertionSequence(std::vector<unsigned int, std::allocator<unsigned int> >&) (PmergeMe.cpp) [219] std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_Vector_impl::_Vector_impl() [139] std::iterator_traits<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >::difference_type std::__distance<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::random_access_iterator_tag)
  [14] generateJacobsthalNumbers(unsigned long) (PmergeMe.cpp) [220] std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_Vector_impl::~_Vector_impl() [261] std::deque<unsigned int, std::allocator<unsigned int> > const* std::__addressof<std::deque<unsigned int, std::allocator<unsigned int> > const>(std::deque<unsigned int, std::allocator<unsigned int> > const&)
  [21] quickSort(std::vector<unsigned int, std::allocator<unsigned int> >&, int, int) (PmergeMe.cpp) [162] std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_deallocate(std::pair<unsigned int, unsigned int>*, unsigned long) [262] std::vector<unsigned int, std::allocator<unsigned int> > const* std::__addressof<std::vector<unsigned int, std::allocator<unsigned int> > const>(std::vector<unsigned int, std::allocator<unsigned int> > const&)
  [12] PmergeMe::parseInput(char**) [221] std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_Vector_impl_data::_Vector_impl_data() [109] std::pair<unsigned int, unsigned int>* std::__addressof<std::pair<unsigned int, unsigned int> >(std::pair<unsigned int, unsigned int>&)
 [203] PmergeMe::printOrder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [124] std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_get_Tp_allocator() [140] __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::upper_bound<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&)
   [2] PmergeMe::sortVector() [222] std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_Vector_base() [141] std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::upper_bound<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&)
 [204] PmergeMe::printTime(long&, long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [223] std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::~_Vector_base() [232] __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
   [3] PmergeMe::sortDeque() [100] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [191] __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  [29] PmergeMe::PmergeMe()  [176] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl() [44] unsigned int* std::__miter_base<unsigned int*>(unsigned int*)
